-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 02/01/1981 through 02/20/2024 
Location: Latitude  28.6835   Longitude 77.22 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 206.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,T2M,QV2M,RH2M,PRECTOTCORR,T2M_MAX,T2M_MIN,PS
2004,4,7,32.37,4.27,15.31,0.0,41.51,23.25,98.13
2004,4,8,33.15,4.7,15.44,0.0,41.64,23.7,98.05
2004,4,9,34.26,5.37,16.31,0.08,42.32,27.61,97.92
2004,4,10,33.38,5.55,18.12,2.05,42.42,25.59,98.09
2004,4,11,33.11,3.23,11.31,0.0,43.14,23.61,98.14
2004,4,12,32.58,2.87,9.81,0.0,42.8,22.27,97.99
2004,4,13,33.44,3.42,11.19,0.0,42.55,23.91,97.74
2004,4,14,32.96,3.85,12.88,0.0,42.22,23.97,97.62
2004,4,15,33.93,3.6,11.75,0.0,43.72,24.37,97.61
2004,4,16,34.37,3.97,12.12,0.0,43.89,24.84,97.61
2004,4,17,33.9,4.52,15.0,0.0,42.52,27.24,97.61
2004,4,18,33.14,5.49,17.62,0.0,41.33,25.77,97.7
2004,4,19,33.64,4.39,13.88,0.0,42.76,24.56,97.95
2004,4,20,32.75,5.8,18.69,0.0,40.05,24.9,98.34
2004,4,21,34.3,8.3,25.88,0.07,41.88,25.65,98.12
2004,4,22,33.89,6.35,20.06,5.28,41.14,26.1,97.82
2004,4,23,29.84,8.79,35.44,11.77,36.17,23.31,98.1
2004,4,24,28.09,9.03,41.69,8.82,35.87,20.02,98.29
2004,4,25,29.97,8.42,34.12,0.37,37.57,21.11,98.33
2004,4,26,30.9,8.42,32.06,0.0,38.3,21.75,98.38
2004,4,27,32.51,8.3,28.62,0.0,39.83,24.06,98.22
2004,4,28,32.67,8.73,30.25,0.84,41.23,24.43,97.88
2004,4,29,32.16,9.7,34.88,17.84,40.44,25.46,97.73
2004,4,30,28.31,13.98,62.12,29.29,37.05,21.68,97.81
2004,5,1,27.03,10.19,50.06,0.0,33.54,20.19,98.33
2004,5,2,27.19,7.32,34.31,0.0,35.27,21.19,98.48
2004,5,3,27.47,6.84,32.88,0.0,37.31,17.78,98.36
2004,5,4,29.59,7.81,32.69,0.0,38.92,20.71,98.21
2004,5,5,30.62,6.65,26.31,0.0,39.82,23.44,98.14
2004,5,6,32.16,6.47,23.44,0.0,40.8,22.91,98.09
2004,5,7,34.17,6.04,18.88,0.0,41.19,26.15,98.14
2004,5,8,33.37,10.93,33.62,0.0,41.91,22.9,98.0
2004,5,9,32.44,9.46,32.0,0.0,41.01,24.24,97.93
2004,5,10,33.33,8.42,29.06,0.0,43.55,24.34,97.78
2004,5,11,33.81,7.08,23.81,0.0,43.87,23.29,97.68
2004,5,12,34.89,12.15,35.56,0.13,42.23,28.23,97.51
2004,5,13,35.51,13.06,37.81,0.03,43.27,28.15,97.36
2004,5,14,36.49,11.72,33.0,0.0,44.87,28.32,97.36
2004,5,15,36.7,11.23,30.12,0.0,44.93,28.48,97.39
2004,5,16,37.02,12.33,32.25,0.0,44.38,29.66,97.49
2004,5,17,36.8,8.73,23.5,0.0,45.19,29.73,97.5
2004,5,18,36.43,6.96,19.44,0.0,44.97,28.15,97.27
2004,5,19,35.61,6.9,20.19,0.0,44.95,26.55,96.91
2004,5,20,36.37,9.46,25.31,0.0,44.78,29.07,97.02
2004,5,21,36.47,9.52,25.69,0.0,44.84,28.65,97.13
2004,5,22,37.27,8.3,21.5,0.0,44.6,28.97,97.11
2004,5,23,36.23,10.5,28.75,1.88,43.65,27.79,97.26
2004,5,24,32.9,10.86,35.31,1.74,38.73,26.69,97.77
2004,5,25,34.39,9.64,30.0,0.0,42.14,26.35,97.79
2004,5,26,34.16,10.62,32.44,3.09,40.93,27.87,97.91
2004,5,27,35.1,10.74,32.19,0.25,42.53,27.67,98.02
2004,5,28,34.32,10.38,31.19,4.15,40.83,28.07,98.16
2004,5,29,33.71,9.89,31.62,0.0,41.51,25.88,97.95
2004,5,30,35.76,7.93,23.19,0.0,44.27,27.41,97.83
2004,5,31,38.22,8.3,20.5,0.0,46.2,29.91,97.77
2004,6,1,37.87,7.63,20.5,0.0,46.42,29.65,97.8
2004,6,2,37.79,8.18,21.06,0.08,45.37,29.71,97.79
2004,6,3,37.55,6.77,17.44,0.0,45.01,30.17,97.59
2004,6,4,38.04,7.26,17.75,0.71,45.58,29.51,97.48
2004,6,5,38.24,7.51,18.25,1.3,44.76,31.09,97.66
2004,6,6,35.35,9.95,29.0,7.18,42.3,28.22,97.62
2004,6,7,35.11,12.08,35.44,3.63,42.5,27.72,97.7
2004,6,8,34.8,12.76,38.5,1.75,41.75,26.78,97.75
2004,6,9,34.2,12.76,38.56,2.2,39.18,28.38,97.93
2004,6,10,34.07,11.9,36.25,0.01,39.33,27.8,97.82
2004,6,11,35.58,10.38,29.5,0.01,41.84,28.65,97.76
2004,6,12,36.6,9.34,25.25,0.0,43.45,28.86,97.73
2004,6,13,36.79,12.82,32.75,2.58,41.74,30.88,97.65
2004,6,14,35.83,13.85,37.94,0.01,41.52,30.15,97.55
2004,6,15,33.76,14.95,45.19,0.11,37.64,29.05,97.49
2004,6,16,34.44,15.5,46.62,2.48,42.1,29.34,97.26
2004,6,17,33.14,16.66,52.75,5.23,39.17,28.56,97.05
2004,6,18,30.5,19.53,70.0,26.62,34.17,27.63,97.17
2004,6,19,30.9,20.45,71.62,26.64,34.44,27.15,97.15
2004,6,20,34.31,17.94,52.88,1.2,39.53,28.99,97.14
2004,6,21,35.7,16.72,46.06,0.48,41.86,30.23,97.3
2004,6,22,36.22,15.2,40.94,0.19,42.12,30.15,97.4
2004,6,23,35.01,15.2,42.5,0.0,39.49,31.43,97.31
2004,6,24,33.52,15.87,48.25,2.61,38.93,28.8,97.43
2004,6,25,34.01,15.38,47.19,0.02,39.67,28.26,97.66
2004,6,26,33.99,15.87,47.69,0.67,39.34,29.1,97.68
2004,6,27,34.51,14.77,44.0,0.0,40.44,28.4,97.67
2004,6,28,34.76,12.76,37.88,0.0,41.62,28.04,97.68
2004,6,29,35.57,10.8,31.44,0.0,43.34,27.45,97.52
2004,6,30,36.89,12.57,33.5,0.0,44.4,29.64,97.3
2004,7,1,37.03,11.96,31.94,0.0,44.5,29.73,97.32
2004,7,2,37.55,12.21,31.19,0.36,44.65,29.09,97.23
2004,7,3,36.86,15.2,39.5,2.26,43.04,31.25,97.32
2004,7,4,33.76,17.09,51.38,1.05,37.59,30.19,97.53
2004,7,5,33.38,16.66,51.38,3.55,38.33,29.74,97.58
2004,7,6,33.89,17.46,52.75,6.03,39.18,28.86,97.48
2004,7,7,34.98,18.25,52.5,9.69,40.82,29.55,97.29
2004,7,8,34.4,17.46,50.81,5.82,39.38,30.08,97.34
2004,7,9,35.0,15.75,44.56,0.29,40.49,30.12,97.29
2004,7,10,34.86,14.83,42.19,1.5,39.98,30.43,97.26
2004,7,11,34.98,15.69,43.56,3.26,39.64,31.0,97.27
2004,7,12,36.3,14.1,37.88,0.39,41.87,30.29,97.31
2004,7,13,34.26,16.11,47.81,6.5,40.4,29.14,97.4
2004,7,14,34.57,15.62,47.06,4.03,41.47,27.69,97.26
2004,7,15,34.8,17.03,50.25,1.35,40.98,28.93,97.33
2004,7,16,32.74,18.62,59.44,5.46,37.65,28.83,97.58
2004,7,17,32.49,18.01,59.12,4.41,37.99,27.15,97.58
2004,7,18,35.05,15.26,45.25,1.0,42.08,28.68,97.26
2004,7,19,34.98,14.4,41.69,0.68,41.36,29.83,97.24
2004,7,20,35.23,13.49,39.12,0.01,42.08,28.64,97.2
2004,7,21,35.38,12.39,35.44,0.25,42.91,29.14,97.31
2004,7,22,34.76,13.18,38.38,0.5,40.55,29.24,97.54
2004,7,23,35.01,13.0,38.56,0.09,42.12,28.0,97.69
2004,7,24,34.3,15.81,47.56,1.51,40.49,28.68,97.66
2004,7,25,32.66,17.33,56.31,4.56,38.07,28.3,97.63
2004,7,26,31.62,18.43,62.31,7.46,36.24,27.98,97.5
2004,7,27,33.29,17.27,54.94,2.63,39.95,27.39,97.43
2004,7,28,31.21,18.37,63.62,1.86,35.69,27.94,97.59
2004,7,29,31.35,17.88,62.19,1.14,36.51,27.18,97.74
2004,7,30,30.69,17.82,63.75,0.57,34.37,26.99,97.81
2004,7,31,29.64,18.25,68.81,0.59,32.27,26.93,97.71
2004,8,1,30.48,19.41,70.0,15.95,34.73,27.04,97.48
2004,8,2,30.06,20.87,76.94,32.12,33.9,26.82,97.37
2004,8,3,29.23,21.48,82.38,32.3,31.83,26.5,97.42
2004,8,4,30.64,20.26,72.38,1.39,34.72,26.3,97.43
2004,8,5,29.94,19.78,73.5,0.03,35.0,26.68,97.54
2004,8,6,29.03,18.55,73.06,0.43,34.75,25.05,97.6
2004,8,7,30.57,20.69,74.12,2.39,34.97,26.86,97.51
2004,8,8,31.36,20.32,70.56,4.23,36.54,27.26,97.53
2004,8,9,28.8,20.32,80.19,14.7,31.58,26.33,97.63
2004,8,10,29.12,20.39,79.12,20.7,32.66,25.57,97.67
2004,8,11,29.17,20.26,78.44,3.87,32.87,25.96,97.59
2004,8,12,29.47,20.2,77.38,5.85,33.91,25.39,97.7
2004,8,13,29.89,20.57,76.69,12.28,33.09,26.69,97.78
2004,8,14,29.73,19.65,74.38,0.6,34.29,26.08,97.72
2004,8,15,30.68,19.71,70.44,0.56,34.85,26.45,97.6
2004,8,16,28.98,21.12,82.12,2.19,31.72,26.88,97.6
2004,8,17,29.6,20.63,78.12,2.54,32.87,26.19,97.78
2004,8,18,29.35,20.75,79.69,7.78,33.02,26.54,97.82
2004,8,19,29.61,20.26,77.56,4.92,34.57,26.11,97.56
2004,8,20,27.83,19.59,81.38,11.17,30.05,25.8,97.56
2004,8,21,30.23,19.23,71.12,1.24,35.21,25.41,97.69
2004,8,22,28.65,19.59,78.62,9.53,33.25,26.16,97.9
2004,8,23,27.78,20.57,86.12,30.65,30.5,25.39,97.95
2004,8,24,27.13,20.81,90.12,15.46,29.65,25.23,97.88
2004,8,25,26.59,20.69,92.25,20.92,28.58,24.89,97.78
2004,8,26,28.37,20.02,81.19,4.57,32.53,24.2,97.61
2004,8,27,28.77,19.53,77.81,0.07,33.78,24.79,97.56
2004,8,28,28.8,18.92,76.38,0.0,35.24,23.21,97.65
2004,8,29,28.94,18.86,75.25,0.05,34.29,23.32,97.74
2004,8,30,28.95,17.94,72.38,0.3,35.08,23.53,97.76
2004,8,31,28.54,16.36,68.25,0.01,35.92,22.64,97.75
2004,9,1,28.23,15.87,67.25,0.0,35.1,21.74,97.83
2004,9,2,28.45,15.14,63.75,0.0,35.19,21.62,98.07
2004,9,3,29.03,13.79,56.44,0.0,36.58,21.83,98.13
2004,9,4,28.71,13.06,54.56,0.0,37.08,21.08,97.99
2004,9,5,28.8,13.31,55.75,0.0,37.4,20.82,97.97
2004,9,6,29.41,13.67,55.19,0.0,37.06,22.61,98.1
2004,9,7,30.26,14.59,55.38,0.0,37.36,23.91,98.0
2004,9,8,30.7,12.88,49.81,0.0,39.34,23.36,97.74
2004,9,9,29.63,13.06,52.62,0.0,38.16,22.08,97.66
2004,9,10,30.0,14.71,58.06,0.05,37.64,22.31,97.81
2004,9,11,30.08,15.14,58.62,0.11,36.69,22.94,97.84
2004,9,12,30.53,16.42,60.75,0.24,36.5,25.12,98.02
2004,9,13,31.3,16.54,59.06,0.15,37.11,24.98,98.32
2004,9,14,31.29,16.54,58.81,3.38,37.09,26.3,98.2
2004,9,15,28.8,18.07,73.38,3.46,34.3,24.9,98.03
2004,9,16,27.57,17.4,75.69,3.2,32.8,23.65,98.29
2004,9,17,28.6,16.17,67.38,0.6,34.68,22.81,98.42
2004,9,18,29.56,15.87,62.44,0.03,35.49,23.76,98.32
2004,9,19,29.75,15.14,59.38,0.0,36.58,24.26,98.26
2004,9,20,29.51,14.95,59.69,1.69,36.06,23.43,98.35
2004,9,21,27.59,17.21,74.81,5.95,33.16,23.15,98.46
2004,9,22,25.68,16.72,80.38,3.27,30.13,22.79,98.33
2004,9,23,28.26,13.85,60.31,0.17,36.26,22.29,98.35
2004,9,24,29.44,11.54,48.0,0.0,37.29,22.67,98.32
2004,9,25,29.4,9.28,38.0,0.0,37.26,23.47,98.46
2004,9,26,29.44,9.64,39.88,0.0,37.75,22.76,98.57
2004,9,27,30.0,9.03,36.5,0.0,38.42,22.01,98.43
2004,9,28,29.93,9.52,37.94,0.0,38.29,23.19,98.24
2004,9,29,29.76,11.72,46.19,0.14,37.54,23.58,98.37
2004,9,30,30.43,12.76,48.0,0.08,37.37,23.59,98.58
2004,10,1,31.54,13.37,47.75,0.0,38.7,25.69,98.58
2004,10,2,29.16,17.4,68.19,40.46,33.26,25.22,98.53
2004,10,3,27.15,18.13,79.94,7.85,30.71,24.5,98.54
2004,10,4,27.36,15.75,70.0,0.04,32.87,23.75,98.47
2004,10,5,28.06,14.47,62.44,0.0,34.12,22.53,98.28
2004,10,6,28.1,12.45,54.12,0.03,34.8,22.69,98.34
2004,10,7,28.61,11.54,47.69,0.0,35.15,22.64,98.24
2004,10,8,28.14,10.25,45.44,0.0,35.62,21.98,98.24
2004,10,9,27.76,11.9,52.5,0.16,35.49,21.03,98.49
2004,10,10,27.48,15.87,68.62,12.57,31.69,24.08,98.64
2004,10,11,25.87,15.44,75.44,6.14,32.11,21.33,98.64
2004,10,12,23.64,12.88,72.31,1.89,29.75,19.23,98.91
2004,10,13,23.51,9.64,56.0,0.05,29.95,17.46,99.05
2004,10,14,23.48,8.54,49.19,0.0,30.81,16.87,99.0
2004,10,15,23.97,7.87,43.75,0.29,31.25,18.0,98.98
2004,10,16,23.52,7.39,42.81,0.0,31.51,16.32,98.91
2004,10,17,23.73,7.69,43.81,0.0,31.68,16.99,99.0
2004,10,18,24.75,7.93,42.56,0.0,32.8,19.26,98.96
2004,10,19,25.01,8.24,43.88,0.0,33.58,18.86,98.88
2004,10,20,24.65,8.67,46.94,0.0,32.53,18.12,98.9
2004,10,21,25.12,8.67,44.62,0.0,32.29,19.48,99.01
2004,10,22,24.73,7.75,41.94,0.0,32.58,18.48,99.11
2004,10,23,24.55,6.41,34.62,0.0,31.93,16.85,99.02
2004,10,24,24.22,6.16,33.75,0.0,31.36,18.19,99.13
2004,10,25,22.53,6.41,39.5,0.0,30.39,15.44,99.26
2004,10,26,23.17,6.96,40.81,0.0,30.94,16.85,99.21
2004,10,27,22.51,7.08,43.38,0.0,30.17,16.65,99.11
2004,10,28,23.36,7.57,43.62,0.59,30.17,17.02,99.05
2004,10,29,22.25,8.61,52.88,3.37,28.96,16.67,99.15
2004,10,30,22.03,7.87,49.75,0.0,29.49,17.19,99.25
2004,10,31,20.98,6.41,43.31,0.0,28.8,14.81,99.18
2004,11,1,20.79,5.55,38.06,0.0,29.44,14.05,99.13
2004,11,2,20.23,5.13,36.94,0.0,29.54,12.71,99.14
2004,11,3,19.94,5.37,39.06,0.0,29.89,12.24,99.16
2004,11,4,20.86,4.82,34.38,0.0,29.97,11.83,99.09
2004,11,5,21.68,4.64,29.88,0.0,29.98,15.32,99.1
2004,11,6,21.94,5.19,32.44,0.0,29.33,15.69,99.11
2004,11,7,21.23,5.49,36.69,0.0,30.2,14.34,98.97
2004,11,8,20.82,4.76,32.31,0.0,29.14,13.34,98.94
2004,11,9,21.02,4.58,30.81,0.0,29.6,13.78,98.89
2004,11,10,21.08,4.27,28.62,0.0,29.66,14.46,98.93
2004,11,11,21.44,4.21,27.88,0.0,29.52,14.9,99.06
2004,11,12,21.23,4.33,28.62,0.0,28.82,14.11,99.22
2004,11,13,21.27,4.7,30.44,0.0,29.58,15.83,99.27
2004,11,14,20.0,4.94,36.0,0.0,29.87,11.76,99.09
2004,11,15,19.98,5.25,37.25,0.0,29.16,13.45,99.02
2004,11,16,20.76,5.43,37.25,0.0,30.08,12.59,99.0
2004,11,17,22.62,5.49,32.69,0.0,29.64,16.94,99.03
2004,11,18,22.8,5.68,33.69,0.0,30.69,18.05,98.99
2004,11,19,20.59,5.37,37.5,0.0,30.55,13.4,99.01
2004,11,20,20.4,5.62,38.62,0.0,29.37,13.05,99.05
2004,11,21,21.81,6.04,38.62,0.0,29.87,14.85,99.1
2004,11,22,20.31,6.41,44.69,0.0,29.93,14.38,99.01
2004,11,23,19.22,7.32,54.88,0.0,28.15,12.22,99.03
2004,11,24,19.19,8.18,61.44,0.0,27.75,12.39,99.03
2004,11,25,19.55,8.85,65.12,0.0,27.86,12.82,99.27
2004,11,26,19.79,9.16,65.56,0.01,26.89,13.99,99.36
2004,11,27,19.81,8.73,62.38,0.0,26.73,13.93,99.4
2004,11,28,18.55,6.41,50.75,0.0,26.68,12.61,99.52
2004,11,29,17.81,6.16,49.38,0.0,24.48,11.46,99.35
2004,11,30,19.45,7.02,51.0,0.0,26.58,13.42,99.13
2004,12,1,19.32,6.96,51.12,0.01,26.76,14.15,99.17
2004,12,2,19.67,6.53,47.19,0.57,26.98,14.19,99.5
2004,12,3,19.22,6.41,47.88,0.0,27.83,14.02,99.56
2004,12,4,18.54,5.25,41.44,0.0,27.73,11.83,99.33
2004,12,5,18.33,4.94,39.06,0.0,27.25,13.03,99.2
2004,12,6,16.87,4.15,36.62,0.0,26.89,9.3,99.27
2004,12,7,15.99,4.27,38.75,0.0,23.29,10.69,99.57
2004,12,8,15.83,4.58,42.75,0.0,24.8,10.91,99.53
2004,12,9,14.92,3.54,35.25,0.0,24.4,7.16,99.24
2004,12,10,16.42,3.48,30.88,0.0,25.5,9.04,99.29
2004,12,11,17.68,4.33,35.12,0.0,24.63,11.36,99.47
2004,12,12,18.9,5.07,37.62,0.0,25.43,13.47,99.58
2004,12,13,17.23,4.52,39.19,0.0,26.83,9.69,99.4
2004,12,14,16.15,4.03,37.0,0.0,26.48,8.96,99.08
2004,12,15,16.43,4.33,38.5,0.0,27.26,8.67,98.95
2004,12,16,16.81,4.46,38.75,0.0,27.44,9.3,99.02
2004,12,17,16.95,4.7,40.06,0.0,26.14,10.38,99.29
2004,12,18,17.76,5.43,45.06,0.0,25.65,10.77,99.16
2004,12,19,16.84,5.37,46.62,0.0,25.86,11.62,98.71
2004,12,20,15.44,6.84,65.0,0.1,21.8,9.62,98.69
2004,12,21,15.99,6.65,60.56,0.0,23.23,10.28,98.79
2004,12,22,15.83,6.53,60.56,0.0,23.15,9.47,98.83
2004,12,23,15.75,6.47,60.06,0.0,22.12,9.79,99.01
2004,12,24,16.26,5.49,49.31,0.0,23.12,11.16,99.31
2004,12,25,12.94,4.03,45.19,0.0,21.5,7.08,99.51
2004,12,26,11.84,2.93,37.25,0.0,21.65,5.62,99.17
2004,12,27,12.55,2.26,27.62,0.0,22.32,3.58,99.16
2004,12,28,14.15,2.44,25.31,0.0,22.52,6.34,99.33
2004,12,29,15.54,3.42,31.0,0.0,24.73,8.45,99.16
2004,12,30,15.37,4.58,41.88,0.0,21.51,11.49,99.01
2004,12,31,15.66,6.1,53.88,0.23,18.55,13.48,98.94
2005,1,1,16.97,7.39,62.19,0.68,25.06,11.49,99.06
2005,1,2,15.87,6.71,61.62,0.01,23.62,9.44,99.14
2005,1,3,13.82,4.82,51.5,0.17,22.68,8.19,99.33
2005,1,4,13.01,4.27,49.19,0.03,22.67,5.64,99.58
2005,1,5,12.97,4.21,47.44,0.0,21.05,7.34,99.41
2005,1,6,12.82,4.09,47.44,0.0,22.26,5.5,99.37
2005,1,7,13.0,3.66,42.69,0.0,23.4,5.48,99.32
2005,1,8,13.87,3.85,42.56,0.0,23.6,5.87,99.22
2005,1,9,14.98,4.21,40.06,0.0,23.62,9.41,99.08
2005,1,10,15.15,4.52,42.5,0.0,23.43,9.79,98.66
2005,1,11,14.05,4.15,43.44,0.0,22.81,7.29,99.09
2005,1,12,13.25,3.3,38.12,0.0,22.94,5.72,99.37
2005,1,13,13.63,2.62,29.31,0.0,24.08,5.47,99.22
2005,1,14,15.58,3.17,29.25,0.0,25.42,8.32,99.04
2005,1,15,16.51,4.21,37.19,0.0,25.05,10.24,99.05
2005,1,16,15.45,5.37,49.94,0.68,22.94,11.08,99.09
2005,1,17,14.24,7.26,74.56,1.53,20.82,8.39,98.92
2005,1,18,13.0,5.37,60.69,0.5,20.64,8.05,99.21
2005,1,19,11.57,2.93,37.44,0.0,20.63,4.64,99.42
2005,1,20,12.01,2.93,36.44,0.0,21.28,4.94,99.47
2005,1,21,11.1,3.23,39.0,0.26,17.86,7.3,99.6
2005,1,22,12.59,5.0,57.88,3.49,19.97,7.55,99.38
2005,1,23,11.23,5.55,69.81,0.02,17.87,6.55,99.28
2005,1,24,12.96,5.0,56.19,0.11,20.26,6.61,99.41
2005,1,25,11.82,4.94,58.31,0.0,16.83,7.81,99.4
2005,1,26,14.95,5.07,52.06,0.0,23.26,7.69,98.98
2005,1,27,15.67,5.07,46.94,0.48,23.11,8.69,98.75
2005,1,28,14.76,7.08,68.88,2.42,20.53,9.7,98.92
2005,1,29,14.37,6.1,62.88,0.0,21.71,7.77,99.07
2005,1,30,14.95,5.37,52.5,0.0,22.8,6.77,99.18
2005,1,31,15.17,5.19,50.88,0.0,23.62,8.26,99.31
2005,2,1,13.11,4.27,46.75,0.0,21.37,6.62,99.44
2005,2,2,13.42,3.66,41.38,0.0,23.13,6.19,99.27
2005,2,3,13.45,3.11,34.88,0.0,22.21,5.62,99.21
2005,2,4,15.11,3.3,33.06,0.0,24.41,7.76,99.08
2005,2,5,15.37,4.15,39.5,4.19,23.56,7.07,99.07
2005,2,6,15.6,5.68,54.31,0.65,22.69,8.74,99.0
2005,2,7,17.54,6.53,54.94,3.71,25.3,12.34,99.04
2005,2,8,17.15,7.75,65.94,16.95,24.5,11.33,99.38
2005,2,9,18.3,7.39,59.19,1.04,25.63,12.01,99.53
2005,2,10,18.56,6.96,52.69,2.22,24.64,14.35,99.49
2005,2,11,20.16,6.9,48.81,0.29,28.69,13.72,99.33
2005,2,12,20.5,7.2,50.19,0.03,29.1,12.55,99.18
2005,2,13,19.74,6.84,51.56,0.17,28.26,13.01,99.13
2005,2,14,18.22,7.2,54.94,0.72,24.72,14.27,98.79
2005,2,15,18.83,9.09,67.19,3.48,25.23,13.6,98.34
2005,2,16,17.03,5.8,51.88,0.0,24.29,9.84,98.46
2005,2,17,17.75,5.0,41.81,1.81,26.06,8.96,98.37
2005,2,18,16.44,5.62,53.0,0.42,26.05,9.46,98.57
2005,2,19,14.91,3.54,37.31,0.37,25.16,6.48,98.81
2005,2,20,12.92,3.48,42.5,0.62,22.46,5.02,99.24
2005,2,21,12.75,3.54,42.25,0.0,22.1,5.36,99.29
2005,2,22,13.17,4.09,47.06,0.1,22.29,5.38,99.35
2005,2,23,15.37,4.88,48.06,0.25,25.02,7.05,99.3
2005,2,24,17.8,4.7,40.06,0.0,27.08,10.35,99.11
2005,2,25,18.41,5.0,40.75,0.0,27.9,10.6,99.11
2005,2,26,19.11,5.19,40.69,0.0,29.01,10.3,99.05
2005,2,27,20.7,5.8,40.5,0.0,30.3,12.33,98.92
2005,2,28,20.72,5.68,38.62,0.03,28.41,13.35,98.95
2005,3,1,21.65,6.84,44.75,0.0,30.01,14.42,98.97
2005,3,2,22.01,7.51,49.31,0.0,31.75,14.27,99.14
2005,3,3,24.7,7.75,43.69,0.02,34.53,16.17,98.97
2005,3,4,22.73,9.09,53.31,2.6,28.98,18.22,99.04
2005,3,5,23.17,9.28,56.0,1.88,31.39,15.34,99.26
2005,3,6,24.33,8.48,46.5,0.03,32.78,17.49,99.17
2005,3,7,22.03,7.93,49.19,0.16,28.55,16.83,99.14
2005,3,8,23.62,9.83,56.25,0.62,31.03,16.85,99.19
2005,3,9,22.19,11.29,68.0,4.08,28.26,18.41,98.97
2005,3,10,21.48,9.46,62.12,0.06,27.92,15.31,98.97
2005,3,11,21.3,8.12,52.44,0.35,27.32,15.8,98.89
2005,3,12,22.13,7.69,50.06,0.0,31.05,13.95,98.98
2005,3,13,23.31,7.08,42.81,0.0,32.43,14.03,99.05
2005,3,14,24.08,7.87,43.75,0.0,32.75,16.94,98.85
2005,3,15,25.62,8.48,44.19,0.0,35.25,16.91,98.55
2005,3,16,27.64,9.03,41.0,0.0,36.53,20.54,98.61
2005,3,17,28.14,9.16,40.81,0.0,37.36,20.06,98.67
2005,3,18,28.31,8.61,38.75,0.0,37.51,21.09,98.48
2005,3,19,26.87,7.93,40.31,0.0,36.48,18.02,98.45
2005,3,20,27.19,8.36,39.31,0.98,35.62,18.84,98.46
2005,3,21,26.54,9.7,47.56,17.21,36.36,19.28,98.11
2005,3,22,23.55,8.42,50.25,0.01,31.52,16.44,98.33
2005,3,23,23.51,6.71,40.38,0.0,32.44,15.08,98.25
2005,3,24,22.95,6.71,41.81,0.43,31.88,14.68,98.49
2005,3,25,23.41,6.35,38.06,0.0,32.86,14.63,98.59
2005,3,26,24.73,6.71,36.94,0.0,34.28,15.68,98.42
2005,3,27,26.64,7.2,35.31,0.0,36.14,17.94,98.3
2005,3,28,26.01,6.59,34.25,0.0,35.5,18.31,98.41
2005,3,29,25.59,5.8,31.31,0.0,35.06,16.33,98.43
2005,3,30,24.73,5.0,27.94,0.0,34.12,16.29,98.55
2005,3,31,23.69,4.52,27.94,0.0,33.65,14.26,98.59
2005,4,1,24.39,4.46,26.75,0.0,35.01,14.4,98.52
2005,4,2,24.76,4.21,24.81,0.0,35.47,14.69,98.66
2005,4,3,25.79,4.7,25.31,0.0,36.83,15.47,98.73
2005,4,4,27.41,4.82,24.25,0.0,38.01,15.88,98.67
2005,4,5,29.2,5.0,21.56,0.0,39.44,19.95,98.59
2005,4,6,29.44,4.46,19.31,0.0,40.29,19.19,98.22
2005,4,7,29.96,3.54,14.81,0.0,40.79,20.08,97.85
2005,4,8,27.4,2.26,10.69,0.0,36.18,18.2,98.18
2005,4,9,24.98,1.83,10.44,0.0,34.92,16.1,98.37
2005,4,10,23.42,2.01,12.25,0.0,32.76,14.12,98.64
2005,4,11,23.73,2.75,16.94,0.0,33.16,15.18,98.84
2005,4,12,24.74,2.62,15.94,0.0,35.5,14.33,98.77
2005,4,13,27.58,3.48,17.25,0.0,38.9,16.6,98.73
2005,4,14,30.38,3.6,15.62,0.0,39.36,19.3,98.66
2005,4,15,30.65,3.23,13.19,0.0,40.9,20.8,98.53
2005,4,16,29.65,4.03,17.0,0.0,39.62,20.21,98.59
2005,4,17,29.32,3.91,16.44,0.0,38.65,20.62,98.6
2005,4,18,30.37,3.23,13.25,0.0,39.62,20.37,98.56
2005,4,19,31.65,3.23,11.75,0.0,40.84,23.08,98.6
2005,4,20,31.88,2.87,11.25,0.0,42.21,21.26,98.68
2005,4,21,32.12,3.23,12.0,0.0,41.84,22.08,98.45
2005,4,22,33.67,5.68,18.94,0.0,42.81,24.82,98.3
2005,4,23,32.73,6.29,20.62,0.01,40.33,26.17,98.43
2005,4,24,32.51,7.26,24.44,0.09,39.49,25.05,98.41
2005,4,25,33.23,8.36,27.25,1.46,40.09,25.9,98.3
2005,4,26,33.15,7.63,25.31,0.0,41.05,25.4,98.18
2005,4,27,31.83,6.65,24.12,0.11,39.58,24.16,98.09
